,Q16288,P54764,O43353,P48736,P06239,P43405,Q13523,Q15375,P29320,P21127,O43293,O75914,P57078,P22612,Q13163,Q13976,P00533,Q5VT25,P32298,P04629,Q06187,P36888,Q13233,Q14004,Q9Y4K4,P16234,Q92769,Q9Y5N1,Q9Y6F1,Q13555,O60285,P15735,Q15831,Q13131,Q12866,Q9P1W9,Q00535,Q9ULX7,P08922,P37023,Q9UQM7,Q16512,P07332,Q9UHD2,P62993,P42680,P49840,P09619,P35916,Q16539,P11274,Q15303,P29376,P35968,P11309,O14965,O15146,Q9BWU1,O75582,Q92772,P08238,P29597,P54756,O75676,Q9H2K8,P41597,P28072,Q09013,P51451,P07948,Q9UL54,Q9Y2K2,P30291,O00506,Q8TBX8,Q96L34,P07333,Q15349,Q9UM73,P11362,Q96GD4,P22694,Q01959,P51956,P09874,P17948,Q02779,P50613,P08173,Q9Y2U5,Q13177,O00444,P29317,P07949,P36897,P57058,Q04912,P19784,Q07002,P08069,Q9H422,Q86V86,Q9H1R3,O43570,P08172,Q8N4C8,Q05397,P22607,P16083,Q13188,P08684,Q9UBN7,P41240,P41743,P17252,P23458,P04626,Q9BY41,Q9NSY1,Q16665,P15056,O14976,Q9BUB5,P25440,Q9UKE5,Q06418,P29322,P06241,P18089,Q8TDR2,Q9UIK4,Q86Y07,P08581,Q8IYT8,Q9UBF8,Q9H0K1,P49759,Q9Y6R4,O94804,Q92731,P62942,P42685,Q8IVH8,O75716,P35354,P16591,P07947,P51617,Q52WX2,O00519,P04035,Q9P286,Q9UPZ9,Q9Y616,P52732,Q9HAZ1,Q9BQI3,Q16832,P21802,Q08345,Q8NE63,Q05513,Q13557,Q12852,P17612,P14867,P00519,Q8N5S9,Q04771,Q15910,P04049,P06213,Q9H2K2,O75385,O60331,P21860,P49841,Q9UNQ0,P78356,Q9P2K8,P10275,Q13546,P36896,P27361,P45984,Q02750,P42684,O15379,Q9UF33,Q9Y6E0,Q14164,O96013,P10398,Q9UBE0,P19525,Q13043,Q8NI60,Q16620,P41595,P80192,Q96DB2,Q16513,Q9UQL6,Q9Y2H9,Q00537,Q15139,P52333,Q9UQB9,Q6XUX3,P49674,Q7RTN6,P35372,P08631,P62158,Q13547,Q15746,Q6PHR2,Q9NYL2,O15357,P49336,P08235,P53355,P33981,P53350,P54760,O96017,P24864,Q00534,P54762,Q9UEE5,Q9UQ88,P42336,Q96D53,Q6P3R8,Q13470,Q07912,Q5S007,P12931,P35218,O00141,P35590,Q9Y6Q9,Q9UBE8,Q9UK32,Q9BX84,P27037,Q9UPE1,P06493,Q96RR4,Q9NQU5,O43318,Q9BVS4,P27448,P42338,O60674,O94956,O14920,Q2M2I8,Q8TDC3,P23975,Q8TD19,Q14289,P54619,Q969S8,P68400,P54646,P26927,Q9Y572,P29323,O14757,P45983,Q9BYT3,Q7KZI7,Q56UN5,P48426,P33527,Q9HC98,P36507,P57059,Q9NYY3,P25100,Q15418,Q12851,Q08881,Q13451,O75116,P80370,Q9UGN5,Q59H18,Q13535,P06756,Q9NY57,P53779,P0C264,P10721,P14780,P24557,P78362,P30530,Q00536,P10276,Q05655,Q13315,P11802,Q16790,O15197,P20309,Q9Y463,P42345,P14616,O94921,P04792,Q15465,P28223,Q8IU85,Q9P289,Q13873,Q9NRH2,O94768,P56524,Q15759,P50750,Q9H2G2,Q96SB4,P11511,P18405,P09769,O14578,P07451,P41440,O15530,Q02763,Q9Y478,Q15059,Q16584,Q00526,P51813,Q12931,Q86YV6,Q04759,P24723,Q02156,O94806,Q8TDU6,P23443,Q9H2X6,O00329,Q8WU08,P53671,Q9BXA7,Q96S53,Q9H093,Q92918,O00750,P28062,P28065,P53667,Q8WTQ7,P12268,P51955,Q9NWZ3,Q53EL6,P48730,Q9BRS2,Q99759,P51957,O95819,Q13490,P20794,Q07820,O00238,Q86Z02,Q99720,Q13153,O43283,Q06278,P24941,O14733,P34947,O95835,Q9NRP7,P53778,P22455,P08575,Q7L7X3,P04150,Q13509,P23219,P39877,Q92753,Q8TEK3,Q9H9B1,P51812,P49760,Q14680,P14635,O15297,Q99570,P49137,O14730,Q8NEB9,Q9P0L2,P43403,P51843,P05129,P10415,P09237,P00918,O14980,O76039,O15075,O00571,P22748,O75747,Q13882,P67870,P23280,P03372,P20248,Q9H3R0,Q9C098,P42681,Q15125,Q96KQ7,P18825,O00311,Q13627,Q8IY84,Q8TD08,P49761,O14936,O15264,O75460,P54753,Q96FL8,Q9BXW9,P19793,Q9Y2T1,P55072,Q13164,O00443,P68106,P30519,Q16816,Q06210,Q96NX5,Q15569,Q9NRM7,P14902,Q32MK0,O43172,P31749,P78536,P14207,P36894,Q8IVW4,P0C1S8,P78368,Q9H4B4,P11474,P21709,Q96NT5,P08254,O15111,P08913,Q14012,P98170,Q9NZK7,P51817,P21453,Q9UKV0,Q15131,Q9UNK4,Q9NZJ5,Q15208,Q58F21,P04818,Q13237,Q9BZL6,Q15393,P35398,Q15835,Q16566,Q12809,P18031,Q9Y243,O14684,Q8TDX7,P45985,P30085,P61073,Q8WUI4,Q00987,O00764,Q9UEW8,P34913,P35462,P40306,Q8N752,Q99835,Q13464,P42229,P52564,P00915,Q86UE8,P28482,P03956,P05231,P11021,Q9HBY8,P07900,O60885,P11229,Q8N1Q1,O43683,Q16659,P14555,Q96PY6,P06730,Q96Q40,P61160,Q8N568,Q8NG66,P05771,Q8NFD2,Q9HBH9,Q13554,P16455,Q99755,P08253,O15496,P31751,P20813,P46734,Q92499,O60563,O95271,Q13705,Q16644,B2RXH2,P37173,P08185,P06401,Q08209,P15104,Q9BZM2,P43166,Q9H3Y6,Q9UKI8,P28335,P14416,P07237,P52209,P48729,Q96BR1,Q00613,P31645,P05177,P50406,Q16548,P28074,P22303,Q99640,P15328,Q13489,Q9Y2D0,P21452,P01112,P42679,Q9Y6L6,Q99500,P04054,P22894,P13631,O95977,P42356,Q92793,P09038,P43490,P28702,Q9NZ45,P16152,P27986,Q9BY08,P42330,Q9UIF9,Q9NWT8,P56704,Q13418,Q9Y4C1,P05093,P14625,Q07817,Q92630,P31689,Q9Y5S2,Q6DT37,P55263,P23284,Q04760,Q96JM7,Q8IW41,P10826,P30281,Q8TF76,P00374,P00813,Q6P5Z2,O95747,Q9Y2H1,O14744,Q8WXR4,Q8IWQ3,O15554,P48443,P01375,Q01538,Q09472,Q9UIF8,P41145,Q13093,P0DMS8,Q15118,Q9H237,P45452,Q02224,Q86VL8,O15054,P04156,P15121,Q96RI1,P31213
CHEMBL148674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3353410,,,,,,,,,,,,,,,,,,,,,525.260009765625,,,,,,,,,,,,,,,,,,,,,,,,,197.67999267578125,,,,,,,,,,,,,,,,,,,,,2.8399999141693115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.74000549316406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.0,,,,,,,441.79998779296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL288441,,59.220001220703125,,,34.54999923706055,290.0,,,5.800000190734863,,,,,,,,36.5,,,,25.239999771118164,,106.6500015258789,,15.670000076293945,,,,,,,,,,110.0,,,,,,,,330.0,,,,,,,,3.380000114440918,26.0,,,,,,,,,,,27.0,,340.0,,,91.0,3.299999952316284,62.65999984741211,,160.36000061035156,,900.0,,,380.0,,690.0,,,,,,,,,,,650.4299926757812,,,117.5999984741211,,,,,,,,,,,,,3.200000047683716,570.0,,,370.0,,,195.27999877929688,,,,,,869.719970703125,,,42.15999984741211,,,22.5,61.0,9.0,178.60000610351562,,2.0,,710.0,,450.0,,205.61000061035156,597.7999877929688,,877.4000244140625,,,27.1200008392334,57.880001068115234,,,766.8499755859375,171.67999267578125,600.0,,,,,,,,,630.0,140.0,,120.0,130.0,,,670.0,,,0.0860000029206276,,,,,,,,,0.7699999809265137,,,,270.0,,,,,,,20.459999084472656,,,25.399999618530273,837.8499755859375,,,,,190.0,,,,,,,,350.0,,,,,380.0,110.0,,,135.75,,,490.0,460.0,,2.490000009536743,,,,,,98.97000122070312,120.0,,,33.0,,,,,,,137.9600067138672,665.0,168.36000061035156,,,,,,,,,,,780.0,,100.0,,,,,,,,,,,390.0,,,,,191.0,,259.17999267578125,,,37.0,,16.0,,,,,30.0,960.0,,,77.18000030517578,,,360.0,,,170.0,,,,,,270.0,,,,52.0,,,,,,,,,,,,,,,,550.0,37.0,580.0,,,,,,873.3400268554688,,,,6.300000190734863,,,,,,,,,,200.0,,,910.0,,,,,660.0,,,,,,,220.0,819.8400268554688,,,,,,,,360.0,,240.0,,,,8.199999809265137,,,,,520.0,,,480.0,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,300.0,830.0,,,,,,,,,,,,,340.0,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.0,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,570.0,,,,,280.0,,,,,,,,,875.9299926757812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1996234,,,,,794.3300170898438,,,,,,,,,,,,,,,,,,,,316.2300109863281,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,501.19000244140625,,,,,,,,,,,,,,,,,316.2300109863281,630.9600219726562,,,,,,,,,,,630.9600219726562,,,,,,,,,,,,,316.2300109863281,,,,,,31.6200008392334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.309999942779541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.3300170898438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.9600219726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL31965,,,446.79998779296875,,320.0,,,,,,,,,,60.0,,0.19499999284744263,,,,503.8999938964844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.0700073242188,6.5,,,,,,,,,,,,,,,,,45.0,810.0,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,400.0,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,870.0,,270.0,,,,,,,,,,,,,,,,,,630.0,,,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,570.6099853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL483158,398.0,454.739990234375,,,316.0,,,,,,,,,,,,199.0,,,,630.0,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,398.0,316.0,,0.5011872053146362,,,,,,,,,,,,,39.0,,,,,,,,,,,316.0,3.1622776985168457,,,,,794.0,,,,,,39.0,31.0,398.0,,,,,,,,,,,,,125.0,199.0,,,,,,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,100.0,,,,,,,,,,,,,,,,,,,630.9600219726562,490.0,501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,794.0,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961.760009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3265032,,,,,,377.0,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL475251,,150.0,970.0,,158.0,6.309573650360107,,102.0999984741211,360.0,,79.0,690.0,220.0,,41.0,,63.0,,450.0,170.0,630.0,63.0,,,,199.0,,,,398.0,75.0,940.0,,,170.0,,,,6.309573650360107,,,660.0,200.0,100.0,,,,50.0,9.100000381469727,,,316.0,,19.0,,501.0,100.0,,150.0,,,15.0,860.0,44.0,,,,,6.309573650360107,12.0,640.0,,890.0,,120.0,100.0,,,,158.0,110.0,510.0,,170.0,,25.0,3.981071710586548,,,94.0,340.0,10.0,100.0,12.0,,,470.0,103.16000366210938,,,,630.0,,,,,630.0,15.0,,,,,160.0,,251.0,21.0,31.0,,,,310.0,250.0,230.0,,,,,794.0,,,62.0,,,19.0,930.0,25.0,,840.0,70.0,,,12.0,,95.16000366210938,,12.0,35.0,10.0,93.0,,,69.0,,43.060001373291016,,125.0,,,73.0,417.29998779296875,,,,,600.0,,430.0,,,,840.0,794.0,,14.0,130.0,,120.0,,,3.299999952316284,,,,,79.0,320.0,720.0,,120.0,,100.0,125.0,,,180.0,,,,,4.300000190734863,,,,,330.0,,794.0,41.0,,,,,199.0,,,,272.2900085449219,,,,,55.0,,830.0,600.0,,,,390.0,39.0,,,64.0,13.0,173.16000366210938,125.0,31.0,6.309573650360107,,,76.0,,,,,,400.0,398.0,,310.0,49.0,,,,3.5,,71.0,410.0,,,179.75,29.0,,,39.0,750.0,,,880.0,,79.0,970.0,280.0,67.0,,,6.300000190734863,730.0,53.0,34.0,,,670.0,79.0,,560.0,,,310.0,,,,10.0,190.0,6.099999904632568,,,,82.0,,,,,,,310.0,,,,,,,,,200.0,,,,9.199999809265137,,,,25.0,590.0,,,33.0,440.0,,,7.943282127380371,310.0,,,28.950000762939453,,180.0,,810.0,,,,,,199.0,199.0,,,,100.0,,65.0,,,,,620.0,,,199.0,63.0,,,340.0,150.0,199.0,,,,,720.0,820.0,,630.0,,,125.0,,,,230.0,125.0,350.0,,630.0,,,,,,,,,,,,,,,210.0,,270.0,21.0,,251.0,,,,,,,,,,630.0,74.22000122070312,,,,,600.0,140.0,,,,7.943282127380371,260.0,660.0,640.0,,,690.0,,,,,,,,,,,,,,460.0,360.0,,,,,,,,,,,,50.0,,67.0,,,120.0,,230.0,,,,,,,,,,,,,630.0,,,870.0,,,,,,11.0,200.0,,,,,,,,,,,,590.0,,480.0,,380.0,,,,,,,,,,,,,587.1199951171875,,,,,170.0,,330.0,63.0,,,,,,,,100.0,,,,,,,330.0,,,,,,,,490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1230609,3.4000000953674316,,111.1300048828125,,167.84999084472656,280.0,,71.55500030517578,1.0,640.0,,,900.0,,,,260.0,660.0,,48.91999816894531,656.8049926757812,133.2899932861328,,210.0,,4.5,,,,,,,,730.0,49.470001220703125,,,,10.0,,,,110.0,800.0,87.75,310.0,,0.9599999785423279,1.5,320.0,106.12999725341797,610.0,110.0,12.0,,,13.0,87.0,,240.0,,,748.5900268554688,,,,,,5.400000095367432,332.0299987792969,,,,,872.1950073242188,,1.7999999523162842,,69.0,690.0,859.1649780273438,,,,,3.799999952316284,530.0,3.700000047683716,,,,396.4250183105469,95.3499984741211,5.729999542236328,,,47.07499694824219,,250.0,430.0,43.0,,,,,,180.0,,,,,,120.0,,,,580.0,,,,,,72.0,,,2.0,1.7999999523162842,88.0,,230.0,,,47.95499801635742,,,640.0,550.0,,0.5299999713897705,,,113.24500274658203,110.0,,,561.364990234375,48.0,,,,,,,370.0,,850.0,980.0,451.875,800.0,114.2550048828125,0.5099999904632568,,,22.0,,,40.0,550.0,,,,210.0,,,,,,,,,,850.0,,,670.0,,66.3499984741211,,1.100000023841858,,,,,,,,,4.099999904632568,,,,,,,170.0,,,12.0,510.0,,,,218.3599853515625,,,,450.0,,266.6099853515625,130.0,,,430.0,,862.1950073242188,57.0,,,12.0,,480.0,,,,,200.0,,449.3450012207031,,,0.7900000214576721,,170.0,,,,,,,,540.0,,,,,,,,,,470.0,695.9749755859375,,,,,,118.9749984741211,,,,98.0,,5.5,,,,,160.0,,,,,69.0,,,,,130.0,,,,,,2.950000047683716,,,,14.199999809265137,890.0,,,,,,592.5650024414062,,,,53.0,31.0,,,,,,,,,,760.0,,3.0,,,,40.0,,,,,3.0999999046325684,,,340.0,,200.0,,,,,,,,,220.0,,,,,,,44.0,,,,680.0,,,,,,,,,,190.0,,,,,420.0,,,16.0,,,,,,180.0,390.0,,,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,,,,477.7200012207031,,,,,,,530.0,,,,,,,73.0,,,54.0,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,787.8999633789062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,3.700000047683716,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,180.0,,,,,,,,,,,,,,,690.0,,,,,,,,,,,,,,,,,,,,
CHEMBL428690,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,770.0,106.72000122070312,,,,,,,,,,971.010009765625,,,,,,,,560.0,,,57.0,,,,,,,,,,650.0,,,250.0,,,,,,,,670.0,,,,,,,,,674.7100219726562,,,,,,,,,,,,,,600.0,,,,,,,,,,,,,,,,,,,,370.0,,,,,,,,450.0,,63.0,,470.0,,,,,,,,,,,,,,540.0,,,,,0.6899999976158142,,,,58.15999984741211,,,,,,,,,,,79.0,,,,,,,,,740.010009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.449999809265137,520.0,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,55.0,,,,,,,,,,,,,,,6.150000095367432,,,,84.0,,,110.0,,,,,,,,,,,6.619999885559082,,,,,,738.02001953125,,,,,,,,410.0,,,,350.0,350.0,380.0,856.6500244140625,,,,,,,,,,,,,,,980.0,,,,,,,,,,,28.0,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.099999904632568,,,,,,,,,,,,,,,,,909.9500122070312,,330.0,,,,,,,,,,,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,4.96999979019165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.52999877929688,,,,,,,,,,,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1200008392334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL221959,,,,,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.61000061035156,,,,,,,,,,,,,,,,,,,,4.800000190734863,,,,,,,,,,,,,,,,600.0,,,524.6400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.6199951171875,,,,,,,,,,,,,,,,,,,,,0.1599999964237213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.0,,,,,,,540.0,,,,,,,,,,,0.5799999833106995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
